__quarterly__,GDPC1,,__monthly__,CPILEGSL,TB3MS,GS10,,__eof__
,Real Gross Domestic Product,,,Consumer Price Index for All Urban Consumers: All Items Less Energy in U.S. City Average,"3-Month Treasury Bill Secondary Market Rate, Discount Basis","Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity, Quoted on an Investment Basis",,__eof__
1947Q1,2034.45,,1934M01,NaN,0.72,NaN,,__eof__
1947Q2,2029.024,,1934M02,NaN,0.62,NaN,,__eof__
1947Q3,2024.834,,1934M03,NaN,0.24,NaN,,__eof__
1947Q4,2056.508,,1934M04,NaN,0.15,NaN,,__eof__
1948Q1,2087.442,,1934M05,NaN,0.16,NaN,,__eof__
1948Q2,2121.899,,1934M06,NaN,0.15,NaN,,__eof__
1948Q3,2134.056,,1934M07,NaN,0.15,NaN,,__eof__
1948Q4,2136.44,,1934M08,NaN,0.19,NaN,,__eof__
1949Q1,2107.001,,1934M09,NaN,0.21,NaN,,__eof__
1949Q2,2099.814,,1934M10,NaN,0.27,NaN,,__eof__
1949Q3,2121.493,,1934M11,NaN,0.25,NaN,,__eof__
1949Q4,2103.688,,1934M12,NaN,0.23,NaN,,__eof__
1950Q1,2186.365,,1935M01,NaN,0.2,NaN,,__eof__
1950Q2,2253.045,,1935M02,NaN,0.19,NaN,,__eof__
1950Q3,2340.112,,1935M03,NaN,0.15,NaN,,__eof__
1950Q4,2384.92,,1935M04,NaN,0.15,NaN,,__eof__
1951Q1,2417.311,,1935M05,NaN,0.15,NaN,,__eof__
1951Q2,2459.196,,1935M06,NaN,0.15,NaN,,__eof__
1951Q3,2509.88,,1935M07,NaN,0.15,NaN,,__eof__
1951Q4,2515.408,,1935M08,NaN,0.16,NaN,,__eof__
1952Q1,2542.286,,1935M09,NaN,0.2,NaN,,__eof__
1952Q2,2547.762,,1935M10,NaN,0.2,NaN,,__eof__
1952Q3,2566.153,,1935M11,NaN,0.16,NaN,,__eof__
1952Q4,2650.431,,1935M12,NaN,0.15,NaN,,__eof__
1953Q1,2699.699,,1936M01,NaN,0.2,NaN,,__eof__
1953Q2,2720.566,,1936M02,NaN,0.2,NaN,,__eof__
1953Q3,2705.258,,1936M03,NaN,0.2,NaN,,__eof__
1953Q4,2664.302,,1936M04,NaN,0.2,NaN,,__eof__
1954Q1,2651.566,,1936M05,NaN,0.2,NaN,,__eof__
1954Q2,2654.456,,1936M06,NaN,0.2,NaN,,__eof__
1954Q3,2684.434,,1936M07,NaN,0.15,NaN,,__eof__
1954Q4,2736.96,,1936M08,NaN,0.2,NaN,,__eof__
1955Q1,2815.134,,1936M09,NaN,0.16,NaN,,__eof__
1955Q2,2860.942,,1936M10,NaN,0.13,NaN,,__eof__
1955Q3,2899.578,,1936M11,NaN,0.11,NaN,,__eof__
1955Q4,2916.985,,1936M12,NaN,0.12,NaN,,__eof__
1956Q1,2905.656,,1937M01,NaN,0.17,NaN,,__eof__
1956Q2,2929.666,,1937M02,NaN,0.15,NaN,,__eof__
1956Q3,2927.034,,1937M03,NaN,0.38,NaN,,__eof__
1956Q4,2975.209,,1937M04,NaN,0.56,NaN,,__eof__
1957Q1,2994.259,,1937M05,NaN,0.41,NaN,,__eof__
1957Q2,2987.699,,1937M06,NaN,0.36,NaN,,__eof__
1957Q3,3016.979,,1937M07,NaN,0.28,NaN,,__eof__
1957Q4,2985.775,,1937M08,NaN,0.29,NaN,,__eof__
1958Q1,2908.281,,1937M09,NaN,0.31,NaN,,__eof__
1958Q2,2927.395,,1937M10,NaN,0.2,NaN,,__eof__
1958Q3,2995.112,,1937M11,NaN,0.09,NaN,,__eof__
1958Q4,3065.141,,1937M12,NaN,0.11,NaN,,__eof__
1959Q1,3123.978,,1938M01,NaN,0.1,NaN,,__eof__
1959Q2,3194.429,,1938M02,NaN,0.08,NaN,,__eof__
1959Q3,3196.683,,1938M03,NaN,0.08,NaN,,__eof__
1959Q4,3205.79,,1938M04,NaN,0.09,NaN,,__eof__
1960Q1,3277.847,,1938M05,NaN,0.05,NaN,,__eof__
1960Q2,3260.177,,1938M06,NaN,0.05,NaN,,__eof__
1960Q3,3276.133,,1938M07,NaN,0.07,NaN,,__eof__
1960Q4,3234.087,,1938M08,NaN,0.06,NaN,,__eof__
1961Q1,3255.914,,1938M09,NaN,0.08,NaN,,__eof__
1961Q2,3311.181,,1938M10,NaN,0.05,NaN,,__eof__
1961Q3,3374.742,,1938M11,NaN,0.04,NaN,,__eof__
1961Q4,3440.924,,1938M12,NaN,0.03,NaN,,__eof__
1962Q1,3502.298,,1939M01,NaN,0.03,NaN,,__eof__
1962Q2,3533.947,,1939M02,NaN,0.03,NaN,,__eof__
1962Q3,3577.362,,1939M03,NaN,0.03,NaN,,__eof__
1962Q4,3589.128,,1939M04,NaN,0.03,NaN,,__eof__
1963Q1,3628.306,,1939M05,NaN,0.03,NaN,,__eof__
1963Q2,3669.02,,1939M06,NaN,0.03,NaN,,__eof__
1963Q3,3749.681,,1939M07,NaN,0.04,NaN,,__eof__
1963Q4,3774.264,,1939M08,NaN,0.05,NaN,,__eof__
1964Q1,3853.835,,1939M09,NaN,0.14,NaN,,__eof__
1964Q2,3895.793,,1939M10,NaN,0.05,NaN,,__eof__
1964Q3,3956.657,,1939M11,NaN,0.05,NaN,,__eof__
1964Q4,3968.878,,1939M12,NaN,0.04,NaN,,__eof__
1965Q1,4064.915,,1940M01,NaN,0.01,NaN,,__eof__
1965Q2,4116.267,,1940M02,NaN,0.02,NaN,,__eof__
1965Q3,4207.782,,1940M03,NaN,0.02,NaN,,__eof__
1965Q4,4304.731,,1940M04,NaN,0.02,NaN,,__eof__
1966Q1,4409.518,,1940M05,NaN,0.06,NaN,,__eof__
1966Q2,4424.581,,1940M06,NaN,0.1,NaN,,__eof__
1966Q3,4462.053,,1940M07,NaN,0.05,NaN,,__eof__
1966Q4,4498.66,,1940M08,NaN,0.04,NaN,,__eof__
1967Q1,4538.498,,1940M09,NaN,0.05,NaN,,__eof__
1967Q2,4541.28,,1940M10,NaN,0.02,NaN,,__eof__
1967Q3,4584.246,,1940M11,NaN,0.02,NaN,,__eof__
1967Q4,4618.812,,1940M12,NaN,0.02,NaN,,__eof__
1968Q1,4713.013,,1941M01,NaN,0.02,NaN,,__eof__
1968Q2,4791.758,,1941M02,NaN,0.04,NaN,,__eof__
1968Q3,4828.892,,1941M03,NaN,0.11,NaN,,__eof__
1968Q4,4847.885,,1941M04,NaN,0.1,NaN,,__eof__
1969Q1,4923.76,,1941M05,NaN,0.11,NaN,,__eof__
1969Q2,4938.728,,1941M06,NaN,0.12,NaN,,__eof__
1969Q3,4971.349,,1941M07,NaN,0.12,NaN,,__eof__
1969Q4,4947.104,,1941M08,NaN,0.13,NaN,,__eof__
1970Q1,4939.759,,1941M09,NaN,0.1,NaN,,__eof__
1970Q2,4946.77,,1941M10,NaN,0.09,NaN,,__eof__
1970Q3,4992.357,,1941M11,NaN,0.28,NaN,,__eof__
1970Q4,4938.857,,1941M12,NaN,0.33,NaN,,__eof__
1971Q1,5072.996,,1942M01,NaN,0.27,NaN,,__eof__
1971Q2,5100.447,,1942M02,NaN,0.25,NaN,,__eof__
1971Q3,5142.422,,1942M03,NaN,0.25,NaN,,__eof__
1971Q4,5154.547,,1942M04,NaN,0.32,NaN,,__eof__
1972Q1,5249.337,,1942M05,NaN,0.37,NaN,,__eof__
1972Q2,5368.485,,1942M06,NaN,0.37,NaN,,__eof__
1972Q3,5419.184,,1942M07,NaN,0.38,NaN,,__eof__
1972Q4,5509.926,,1942M08,NaN,0.38,NaN,,__eof__
1973Q1,5646.286,,1942M09,NaN,0.38,NaN,,__eof__
1973Q2,5707.755,,1942M10,NaN,0.38,NaN,,__eof__
1973Q3,5677.738,,1942M11,NaN,0.38,NaN,,__eof__
1973Q4,5731.632,,1942M12,NaN,0.38,NaN,,__eof__
1974Q1,5682.353,,1943M01,NaN,0.38,NaN,,__eof__
1974Q2,5695.859,,1943M02,NaN,0.38,NaN,,__eof__
1974Q3,5642.025,,1943M03,NaN,0.38,NaN,,__eof__
1974Q4,5620.126,,1943M04,NaN,0.38,NaN,,__eof__
1975Q1,5551.713,,1943M05,NaN,0.38,NaN,,__eof__
1975Q2,5591.382,,1943M06,NaN,0.38,NaN,,__eof__
1975Q3,5687.087,,1943M07,NaN,0.38,NaN,,__eof__
1975Q4,5763.665,,1943M08,NaN,0.38,NaN,,__eof__
1976Q1,5893.276,,1943M09,NaN,0.38,NaN,,__eof__
1976Q2,5936.515,,1943M10,NaN,0.38,NaN,,__eof__
1976Q3,5969.089,,1943M11,NaN,0.38,NaN,,__eof__
1976Q4,6012.356,,1943M12,NaN,0.38,NaN,,__eof__
1977Q1,6083.391,,1944M01,NaN,0.38,NaN,,__eof__
1977Q2,6201.659,,1944M02,NaN,0.38,NaN,,__eof__
1977Q3,6313.559,,1944M03,NaN,0.38,NaN,,__eof__
1977Q4,6313.697,,1944M04,NaN,0.38,NaN,,__eof__
1978Q1,6333.848,,1944M05,NaN,0.38,NaN,,__eof__
1978Q2,6578.605,,1944M06,NaN,0.38,NaN,,__eof__
1978Q3,6644.754,,1944M07,NaN,0.38,NaN,,__eof__
1978Q4,6734.069,,1944M08,NaN,0.38,NaN,,__eof__
1979Q1,6746.176,,1944M09,NaN,0.38,NaN,,__eof__
1979Q2,6753.389,,1944M10,NaN,0.38,NaN,,__eof__
1979Q3,6803.558,,1944M11,NaN,0.38,NaN,,__eof__
1979Q4,6820.572,,1944M12,NaN,0.38,NaN,,__eof__
1980Q1,6842.024,,1945M01,NaN,0.38,NaN,,__eof__
1980Q2,6701.046,,1945M02,NaN,0.38,NaN,,__eof__
1980Q3,6693.082,,1945M03,NaN,0.38,NaN,,__eof__
1980Q4,6817.903,,1945M04,NaN,0.38,NaN,,__eof__
1981Q1,6951.495,,1945M05,NaN,0.38,NaN,,__eof__
1981Q2,6899.98,,1945M06,NaN,0.38,NaN,,__eof__
1981Q3,6982.609,,1945M07,NaN,0.38,NaN,,__eof__
1981Q4,6906.529,,1945M08,NaN,0.38,NaN,,__eof__
1982Q1,6799.233,,1945M09,NaN,0.38,NaN,,__eof__
1982Q2,6830.251,,1945M10,NaN,0.38,NaN,,__eof__
1982Q3,6804.139,,1945M11,NaN,0.38,NaN,,__eof__
1982Q4,6806.857,,1945M12,NaN,0.38,NaN,,__eof__
1983Q1,6896.561,,1946M01,NaN,0.38,NaN,,__eof__
1983Q2,7053.5,,1946M02,NaN,0.38,NaN,,__eof__
1983Q3,7194.504,,1946M03,NaN,0.38,NaN,,__eof__
1983Q4,7344.597,,1946M04,NaN,0.38,NaN,,__eof__
1984Q1,7488.167,,1946M05,NaN,0.38,NaN,,__eof__
1984Q2,7617.547,,1946M06,NaN,0.38,NaN,,__eof__
1984Q3,7690.985,,1946M07,NaN,0.38,NaN,,__eof__
1984Q4,7754.117,,1946M08,NaN,0.38,NaN,,__eof__
1985Q1,7829.26,,1946M09,NaN,0.38,NaN,,__eof__
1985Q2,7898.194,,1946M10,NaN,0.38,NaN,,__eof__
1985Q3,8018.809,,1946M11,NaN,0.38,NaN,,__eof__
1985Q4,8078.415,,1946M12,NaN,0.38,NaN,,__eof__
1986Q1,8153.829,,1947M01,NaN,0.38,NaN,,__eof__
1986Q2,8190.552,,1947M02,NaN,0.38,NaN,,__eof__
1986Q3,8268.935,,1947M03,NaN,0.38,NaN,,__eof__
1986Q4,8313.338,,1947M04,NaN,0.38,NaN,,__eof__
1987Q1,8375.274,,1947M05,NaN,0.38,NaN,,__eof__
1987Q2,8465.63,,1947M06,NaN,0.38,NaN,,__eof__
1987Q3,8539.075,,1947M07,NaN,0.66,NaN,,__eof__
1987Q4,8685.694,,1947M08,NaN,0.75,NaN,,__eof__
1988Q1,8730.569,,1947M09,NaN,0.8,NaN,,__eof__
1988Q2,8845.28,,1947M10,NaN,0.85,NaN,,__eof__
1988Q3,8897.107,,1947M11,NaN,0.92,NaN,,__eof__
1988Q4,9015.661,,1947M12,NaN,0.95,NaN,,__eof__
1989Q1,9107.314,,1948M01,NaN,0.97,NaN,,__eof__
1989Q2,9176.827,,1948M02,NaN,1,NaN,,__eof__
1989Q3,9244.816,,1948M03,NaN,1,NaN,,__eof__
1989Q4,9263.033,,1948M04,NaN,1,NaN,,__eof__
1990Q1,9364.259,,1948M05,NaN,1,NaN,,__eof__
1990Q2,9398.243,,1948M06,NaN,1,NaN,,__eof__
1990Q3,9404.494,,1948M07,NaN,1,NaN,,__eof__
1990Q4,9318.876,,1948M08,NaN,1.06,NaN,,__eof__
1991Q1,9275.276,,1948M09,NaN,1.09,NaN,,__eof__
1991Q2,9347.597,,1948M10,NaN,1.12,NaN,,__eof__
1991Q3,9394.834,,1948M11,NaN,1.14,NaN,,__eof__
1991Q4,9427.581,,1948M12,NaN,1.16,NaN,,__eof__
1992Q1,9540.444,,1949M01,NaN,1.17,NaN,,__eof__
1992Q2,9643.893,,1949M02,NaN,1.17,NaN,,__eof__
1992Q3,9739.185,,1949M03,NaN,1.17,NaN,,__eof__
1992Q4,9840.753,,1949M04,NaN,1.17,NaN,,__eof__
1993Q1,9857.185,,1949M05,NaN,1.17,NaN,,__eof__
1993Q2,9914.565,,1949M06,NaN,1.17,NaN,,__eof__
1993Q3,9961.873,,1949M07,NaN,1.02,NaN,,__eof__
1993Q4,10097.362,,1949M08,NaN,1.04,NaN,,__eof__
1994Q1,10195.338,,1949M09,NaN,1.07,NaN,,__eof__
1994Q2,10333.495,,1949M10,NaN,1.05,NaN,,__eof__
1994Q3,10393.898,,1949M11,NaN,1.08,NaN,,__eof__
1994Q4,10512.962,,1949M12,NaN,1.1,NaN,,__eof__
1995Q1,10550.251,,1950M01,NaN,1.07,NaN,,__eof__
1995Q2,10581.723,,1950M02,NaN,1.12,NaN,,__eof__
1995Q3,10671.738,,1950M03,NaN,1.12,NaN,,__eof__
1995Q4,10744.203,,1950M04,NaN,1.15,NaN,,__eof__
1996Q1,10824.674,,1950M05,NaN,1.16,NaN,,__eof__
1996Q2,11005.217,,1950M06,NaN,1.15,NaN,,__eof__
1996Q3,11103.935,,1950M07,NaN,1.16,NaN,,__eof__
1996Q4,11219.238,,1950M08,NaN,1.2,NaN,,__eof__
1997Q1,11291.665,,1950M09,NaN,1.3,NaN,,__eof__
1997Q2,11479.33,,1950M10,NaN,1.31,NaN,,__eof__
1997Q3,11622.911,,1950M11,NaN,1.36,NaN,,__eof__
1997Q4,11722.722,,1950M12,NaN,1.34,NaN,,__eof__
1998Q1,11839.876,,1951M01,NaN,1.34,NaN,,__eof__
1998Q2,11949.492,,1951M02,NaN,1.36,NaN,,__eof__
1998Q3,12099.191,,1951M03,NaN,1.4,NaN,,__eof__
1998Q4,12294.737,,1951M04,NaN,1.47,NaN,,__eof__
1999Q1,12410.778,,1951M05,NaN,1.55,NaN,,__eof__
1999Q2,12514.408,,1951M06,NaN,1.45,NaN,,__eof__
1999Q3,12679.977,,1951M07,NaN,1.56,NaN,,__eof__
1999Q4,12888.281,,1951M08,NaN,1.62,NaN,,__eof__
2000Q1,12935.252,,1951M09,NaN,1.63,NaN,,__eof__
2000Q2,13170.749,,1951M10,NaN,1.54,NaN,,__eof__
2000Q3,13183.89,,1951M11,NaN,1.56,NaN,,__eof__
2000Q4,13262.25,,1951M12,NaN,1.73,NaN,,__eof__
2001Q1,13219.251,,1952M01,NaN,1.57,NaN,,__eof__
2001Q2,13301.394,,1952M02,NaN,1.54,NaN,,__eof__
2001Q3,13248.142,,1952M03,NaN,1.59,NaN,,__eof__
2001Q4,13284.881,,1952M04,NaN,1.57,NaN,,__eof__
2002Q1,13394.91,,1952M05,NaN,1.67,NaN,,__eof__
2002Q2,13477.356,,1952M06,NaN,1.7,NaN,,__eof__
2002Q3,13531.741,,1952M07,NaN,1.81,NaN,,__eof__
2002Q4,13549.421,,1952M08,NaN,1.83,NaN,,__eof__
2003Q1,13619.434,,1952M09,NaN,1.71,NaN,,__eof__
2003Q2,13741.107,,1952M10,NaN,1.74,NaN,,__eof__
2003Q3,13970.157,,1952M11,NaN,1.85,NaN,,__eof__
2003Q4,14131.379,,1952M12,NaN,2.09,NaN,,__eof__
2004Q1,14212.34,,1953M01,NaN,1.96,NaN,,__eof__
2004Q2,14323.017,,1953M02,NaN,1.97,NaN,,__eof__
2004Q3,14457.832,,1953M03,NaN,2.01,NaN,,__eof__
2004Q4,14605.595,,1953M04,NaN,2.19,2.83,,__eof__
2005Q1,14767.846,,1953M05,NaN,2.16,3.05,,__eof__
2005Q2,14839.707,,1953M06,NaN,2.11,3.11,,__eof__
2005Q3,14956.291,,1953M07,NaN,2.04,2.93,,__eof__
2005Q4,15041.232,,1953M08,NaN,2.04,2.95,,__eof__
2006Q1,15244.088,,1953M09,NaN,1.79,2.87,,__eof__
2006Q2,15281.525,,1953M10,NaN,1.38,2.66,,__eof__
2006Q3,15304.517,,1953M11,NaN,1.44,2.68,,__eof__
2006Q4,15433.643,,1953M12,NaN,1.6,2.59,,__eof__
2007Q1,15478.956,,1954M01,NaN,1.18,2.48,,__eof__
2007Q2,15577.779,,1954M02,NaN,0.97,2.47,,__eof__
2007Q3,15671.605,,1954M03,NaN,1.03,2.37,,__eof__
2007Q4,15767.146,,1954M04,NaN,0.97,2.29,,__eof__
2008Q1,15702.906,,1954M05,NaN,0.76,2.37,,__eof__
2008Q2,15792.773,,1954M06,NaN,0.64,2.38,,__eof__
2008Q3,15709.562,,1954M07,NaN,0.72,2.3,,__eof__
2008Q4,15366.607,,1954M08,NaN,0.92,2.36,,__eof__
2009Q1,15187.475,,1954M09,NaN,1.01,2.38,,__eof__
2009Q2,15161.772,,1954M10,NaN,0.98,2.43,,__eof__
2009Q3,15216.647,,1954M11,NaN,0.93,2.48,,__eof__
2009Q4,15379.155,,1954M12,NaN,1.15,2.51,,__eof__
2010Q1,15456.059,,1955M01,NaN,1.22,2.61,,__eof__
2010Q2,15605.628,,1955M02,NaN,1.17,2.65,,__eof__
2010Q3,15726.282,,1955M03,NaN,1.28,2.68,,__eof__
2010Q4,15807.995,,1955M04,NaN,1.59,2.75,,__eof__
2011Q1,15769.911,,1955M05,NaN,1.45,2.76,,__eof__
2011Q2,15876.839,,1955M06,NaN,1.41,2.78,,__eof__
2011Q3,15870.684,,1955M07,NaN,1.6,2.9,,__eof__
2011Q4,16048.702,,1955M08,NaN,1.9,2.97,,__eof__
2012Q1,16179.968,,1955M09,NaN,2.07,2.97,,__eof__
2012Q2,16253.726,,1955M10,NaN,2.23,2.88,,__eof__
2012Q3,16282.151,,1955M11,NaN,2.24,2.89,,__eof__
2012Q4,16300.035,,1955M12,NaN,2.54,2.96,,__eof__
2013Q1,16441.485,,1956M01,NaN,2.41,2.9,,__eof__
2013Q2,16464.402,,1956M02,NaN,2.32,2.84,,__eof__
2013Q3,16594.743,,1956M03,NaN,2.25,2.96,,__eof__
2013Q4,16712.76,,1956M04,NaN,2.6,3.18,,__eof__
2014Q1,16654.247,,1956M05,NaN,2.61,3.07,,__eof__
2014Q2,16868.109,,1956M06,NaN,2.49,3,,__eof__
2014Q3,17064.616,,1956M07,NaN,2.31,3.11,,__eof__
2014Q4,17141.235,,1956M08,NaN,2.6,3.33,,__eof__
2015Q1,17280.647,,1956M09,NaN,2.84,3.38,,__eof__
2015Q2,17380.875,,1956M10,NaN,2.9,3.34,,__eof__
2015Q3,17437.08,,1956M11,NaN,2.99,3.49,,__eof__
2015Q4,17462.579,,1956M12,NaN,3.21,3.59,,__eof__
2016Q1,17565.465,,1957M01,28.4,3.11,3.46,,__eof__
2016Q2,17618.581,,1957M02,28.5,3.1,3.34,,__eof__
2016Q3,17724.489,,1957M03,28.6,3.08,3.41,,__eof__
2016Q4,17812.56,,1957M04,28.6,3.07,3.48,,__eof__
2017Q1,17889.094,,1957M05,28.7,3.06,3.6,,__eof__
2017Q2,17979.218,,1957M06,28.8,3.29,3.8,,__eof__
2017Q3,18127.994,,1957M07,29,3.16,3.93,,__eof__
2017Q4,18310.3,,1957M08,29.1,3.37,3.93,,__eof__
2018Q1,18437.127,,1957M09,29.1,3.53,3.92,,__eof__
2018Q2,18565.697,,1957M10,29.1,3.58,3.97,,__eof__
2018Q3,18699.748,,1957M11,29.2,3.31,3.72,,__eof__
2018Q4,18733.741,,1957M12,29.3,3.04,3.21,,__eof__
2019Q1,18835.411,,1958M01,29.4,2.44,3.09,,__eof__
2019Q2,18962.175,,1958M02,29.5,1.53,3.05,,__eof__
2019Q3,19130.932,,1958M03,29.7,1.3,2.98,,__eof__
2019Q4,19215.691,,1958M04,29.7,1.13,2.88,,__eof__
2020Q1,18989.877,,1958M05,29.7,0.91,2.92,,__eof__
2020Q2,17378.712,,1958M06,29.7,0.83,2.97,,__eof__
2020Q3,18743.72,,1958M07,29.7,0.91,3.2,,__eof__
2020Q4,18924.262,,1958M08,29.7,1.69,3.54,,__eof__
2021Q1,19216.224,,1958M09,29.7,2.44,3.76,,__eof__
2021Q2,19544.248,,1958M10,29.7,2.63,3.8,,__eof__
2021Q3,19672.594,,1958M11,29.8,2.67,3.74,,__eof__
2021Q4,20006.181,,1958M12,29.8,2.77,3.86,,__eof__
2022Q1,19924.088,,1959M01,29.8,2.82,4.02,,__eof__
2022Q2,19895.271,,1959M02,29.8,2.7,3.96,,__eof__
2022Q3,20039.406,,1959M03,29.7,2.8,3.99,,__eof__
,,,1959M04,29.8,2.95,4.12,,__eof__
,,,1959M05,29.8,2.84,4.31,,__eof__
,,,1959M06,29.9,3.21,4.34,,__eof__
,,,1959M07,30,3.2,4.4,,__eof__
,,,1959M08,30,3.38,4.43,,__eof__
,,,1959M09,30.1,4.04,4.68,,__eof__
,,,1959M10,30.2,4.05,4.53,,__eof__
,,,1959M11,30.2,4.15,4.53,,__eof__
,,,1959M12,30.2,4.49,4.69,,__eof__
,,,1960M01,30.2,4.35,4.72,,__eof__
,,,1960M02,30.3,3.96,4.49,,__eof__
,,,1960M03,30.2,3.31,4.25,,__eof__
,,,1960M04,30.4,3.23,4.28,,__eof__
,,,1960M05,30.4,3.29,4.35,,__eof__
,,,1960M06,30.4,2.46,4.15,,__eof__
,,,1960M07,30.4,2.3,3.9,,__eof__
,,,1960M08,30.4,2.3,3.8,,__eof__
,,,1960M09,30.4,2.48,3.8,,__eof__
,,,1960M10,30.6,2.3,3.89,,__eof__
,,,1960M11,30.6,2.37,3.93,,__eof__
,,,1960M12,30.6,2.25,3.84,,__eof__
,,,1961M01,30.6,2.24,3.84,,__eof__
,,,1961M02,30.6,2.42,3.78,,__eof__
,,,1961M03,30.7,2.39,3.74,,__eof__
,,,1961M04,30.7,2.29,3.78,,__eof__
,,,1961M05,30.7,2.29,3.71,,__eof__
,,,1961M06,30.6,2.33,3.88,,__eof__
,,,1961M07,30.7,2.24,3.92,,__eof__
,,,1961M08,30.8,2.39,4.04,,__eof__
,,,1961M09,30.8,2.28,3.98,,__eof__
,,,1961M10,30.8,2.3,3.92,,__eof__
,,,1961M11,30.8,2.48,3.94,,__eof__
,,,1961M12,30.8,2.6,4.06,,__eof__
,,,1962M01,30.9,2.72,4.08,,__eof__
,,,1962M02,30.9,2.73,4.04,,__eof__
,,,1962M03,31.1,2.72,3.93,,__eof__
,,,1962M04,31.1,2.73,3.84,,__eof__
,,,1962M05,31.1,2.69,3.87,,__eof__
,,,1962M06,31.1,2.73,3.91,,__eof__
,,,1962M07,31.1,2.92,4.01,,__eof__
,,,1962M08,31.2,2.82,3.98,,__eof__
,,,1962M09,31.3,2.78,3.98,,__eof__
,,,1962M10,31.3,2.74,3.93,,__eof__
,,,1962M11,31.3,2.83,3.92,,__eof__
,,,1962M12,31.2,2.87,3.86,,__eof__
,,,1963M01,31.3,2.91,3.83,,__eof__
,,,1963M02,31.3,2.92,3.92,,__eof__
,,,1963M03,31.4,2.89,3.93,,__eof__
,,,1963M04,31.4,2.9,3.97,,__eof__
,,,1963M05,31.4,2.93,3.93,,__eof__
,,,1963M06,31.5,2.99,3.99,,__eof__
,,,1963M07,31.6,3.18,4.02,,__eof__
,,,1963M08,31.6,3.32,4,,__eof__
,,,1963M09,31.6,3.38,4.08,,__eof__
,,,1963M10,31.7,3.45,4.11,,__eof__
,,,1963M11,31.7,3.52,4.12,,__eof__
,,,1963M12,31.8,3.52,4.13,,__eof__
,,,1964M01,31.8,3.52,4.17,,__eof__
,,,1964M02,31.9,3.53,4.15,,__eof__
,,,1964M03,31.9,3.54,4.22,,__eof__
,,,1964M04,31.9,3.47,4.23,,__eof__
,,,1964M05,31.9,3.48,4.2,,__eof__
,,,1964M06,31.9,3.48,4.17,,__eof__
,,,1964M07,31.9,3.46,4.19,,__eof__
,,,1964M08,32,3.5,4.19,,__eof__
,,,1964M09,32,3.53,4.2,,__eof__
,,,1964M10,32.1,3.57,4.19,,__eof__
,,,1964M11,32.2,3.64,4.15,,__eof__
,,,1964M12,32.2,3.84,4.18,,__eof__
,,,1965M01,32.2,3.81,4.19,,__eof__
,,,1965M02,32.2,3.93,4.21,,__eof__
,,,1965M03,32.3,3.93,4.21,,__eof__
,,,1965M04,32.3,3.93,4.2,,__eof__
,,,1965M05,32.4,3.89,4.21,,__eof__
,,,1965M06,32.6,3.8,4.21,,__eof__
,,,1965M07,32.5,3.84,4.2,,__eof__
,,,1965M08,32.5,3.84,4.25,,__eof__
,,,1965M09,32.6,3.92,4.29,,__eof__
,,,1965M10,32.6,4.03,4.35,,__eof__
,,,1965M11,32.7,4.09,4.45,,__eof__
,,,1965M12,32.8,4.38,4.62,,__eof__
,,,1966M01,32.8,4.59,4.61,,__eof__
,,,1966M02,33,4.65,4.83,,__eof__
,,,1966M03,33.2,4.59,4.87,,__eof__
,,,1966M04,33.3,4.62,4.75,,__eof__
,,,1966M05,33.4,4.64,4.78,,__eof__
,,,1966M06,33.4,4.5,4.81,,__eof__
,,,1966M07,33.5,4.8,5.02,,__eof__
,,,1966M08,33.7,4.96,5.22,,__eof__
,,,1966M09,33.8,5.37,5.18,,__eof__
,,,1966M10,33.9,5.35,5.01,,__eof__
,,,1966M11,33.9,5.32,5.16,,__eof__
,,,1966M12,33.9,4.96,4.84,,__eof__
,,,1967M01,34,4.72,4.58,,__eof__
,,,1967M02,34,4.56,4.63,,__eof__
,,,1967M03,34.1,4.26,4.54,,__eof__
,,,1967M04,34.1,3.84,4.59,,__eof__
,,,1967M05,34.3,3.6,4.85,,__eof__
,,,1967M06,34.3,3.54,5.02,,__eof__
,,,1967M07,34.4,4.21,5.16,,__eof__
,,,1967M08,34.6,4.27,5.28,,__eof__
,,,1967M09,34.7,4.42,5.3,,__eof__
,,,1967M10,34.8,4.56,5.48,,__eof__
,,,1967M11,34.9,4.73,5.75,,__eof__
,,,1967M12,35,4.97,5.7,,__eof__
,,,1968M01,35.2,5,5.53,,__eof__
,,,1968M02,35.3,4.98,5.56,,__eof__
,,,1968M03,35.5,5.17,5.74,,__eof__
,,,1968M04,35.6,5.38,5.64,,__eof__
,,,1968M05,35.7,5.66,5.87,,__eof__
,,,1968M06,35.8,5.52,5.72,,__eof__
,,,1968M07,36,5.31,5.5,,__eof__
,,,1968M08,36.1,5.09,5.42,,__eof__
,,,1968M09,36.3,5.19,5.46,,__eof__
,,,1968M10,36.5,5.35,5.58,,__eof__
,,,1968M11,36.6,5.45,5.7,,__eof__
,,,1968M12,36.7,5.96,6.03,,__eof__
,,,1969M01,36.9,6.14,6.04,,__eof__
,,,1969M02,37,6.12,6.19,,__eof__
,,,1969M03,37.3,6.02,6.3,,__eof__
,,,1969M04,37.5,6.11,6.17,,__eof__
,,,1969M05,37.7,6.04,6.32,,__eof__
,,,1969M06,37.9,6.44,6.57,,__eof__
,,,1969M07,38,7,6.72,,__eof__
,,,1969M08,38.2,6.98,6.69,,__eof__
